balance
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
45105.3
110860.3
110860.3
110860.3
110860.3
110860.3
110860.3
52467.78999999999
52467.78999999999
52467.78999999999
52467.78999999999
52467.78999999999
67454.65
103671.75
23915.6
23915.6
23915.6
23915.6
23915.6
23915.6
23915.6
27021.42
27021.42
27021.42
27021.42
27021.42
522498.72
522498.72
522498.72
522498.72
522498.72
299388.72
299388.72
299388.72
299388.72
299388.72
299388.72
299388.72
299388.72
299388.72
382303.83
382303.83
382303.83
382303.83
382303.83
75578.54000000001
75578.54000000001
75578.54000000001
75578.54000000001
75578.54000000001
135940.68
135940.68
135940.68
135940.68
135940.68
29782.96
29782.96
29782.96
29782.96
29782.96
29782.96
29782.96
136818.03
136818.03
136818.03
136818.03
136818.03
136818.03
44408.87
44408.87
44408.87
44408.87
44408.87
44408.87
44408.87
44408.87
46815.48
46815.48
46815.48
46815.48
46815.48
46815.48
46815.48
46815.48
46815.48
46815.48
47804.5
47804.5
47804.5
47804.5
47804.5
47804.5
47804.5
30750.76
30750.76
30750.76
30750.76
30750.76
111736.78
111736.78
111736.78
111736.78
111736.78
111736.78
27848.76
27848.76
27848.76
27848.76
27848.76
27848.76
28952.15
28952.15
28952.15
28952.15
28952.15
28952.15
28952.15
28952.15
2768726.87
2768726.87
2768726.87
2768726.87
2768726.87
36621.41
36621.41
36621.41
36621.41
54296.67
54296.67
54296.67
54296.67
54296.67
61062.57
66514.85
66514.85
66514.85
66514.85
66514.85
66514.85
66514.85
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
272252.76
28175.92
28175.92
28175.92
28175.92
28175.92
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
66560.69
88627.18
88627.18
88627.18
88627.18
88627.18
88627.18
88627.18
88627.18
88627.18
35917.29
35917.29
35917.29
35917.29
35917.29
35917.29
35917.29
35917.29
35917.29
35608.94
35608.94
35608.94
35608.94
35608.94
53993.47
53993.47
53993.47
53993.47
53993.47
53993.47
53993.47
53993.47
82787.45999999999
82787.45999999999
82787.45999999999
82787.45999999999
82787.45999999999
82787.45999999999
44696.97
44696.97
44696.97
44696.97
44696.97
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
132347.89
106249.03
106249.03
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
439723.43
75124.07
75124.07
75124.07
75124.07
75124.07
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
29667.6
214661.75
214661.75
214661.75
214661.75
214661.75
214661.75
86005.57
86005.57
116534.46
116534.46
116534.46
116534.46
116534.46
131309.81
131309.81
131309.81
131309.81
131309.81
131309.81
